Compound,Label,Blank1,Blank2,Blank3,Blank4,Blank5,Blank6,13C-Blank_1,13C-Blank_2,12C-Ctrl_Acropora-unlabeled_1,12C-Ctrl_Pocillopora-unlabeled_1,13C-Ctrl_Acropora-dark_1,13C-Ctrl_Pocillopora-dark_1,13C-Larvae_Pocillopora-27_1,13C-Larvae_Pocillopora-27_2,13C-Larvae_Pocillopora-27_3,13C-Larvae_Pocillopora-27_4,13C-Larvae_Pocillopora-27_5,13C-Larvae_Pocillopora-27_6,13C-Larvae_Pocillopora-30_1,13C-Larvae_Pocillopora-30_2,13C-Larvae_Pocillopora-30_3,13C-Larvae_Pocillopora-30_4,13C-Larvae_Pocillopora-30_5,13C-Larvae_Pocillopora-30_6,13C-Larvae_Pocillopora-33_1,13C-Larvae_Pocillopora-33_2,13C-Larvae_Pocillopora-33_3,13C-Larvae_Pocillopora-33_4,13C-Larvae_Pocillopora-33_5,13C-Larvae_Pocillopora-dark_1,13C-Larvae_Pocillopora-dark_2,13C-Larvae_Pocillopora-dark_3,13C-Recruit_Acropora-27_1,13C-Recruit_Acropora-27_2,13C-Recruit_Acropora-27_3,13C-Recruit_Acropora-27_4,13C-Recruit_Acropora-27_5,13C-Recruit_Acropora-30_1,13C-Recruit_Acropora-30_2,13C-Recruit_Acropora-30_3,13C-Recruit_Acropora-30_4,13C-Recruit_Acropora-30_5,13C-Recruit_Acropora-30_6,13C-Recruit_Acropora-33_1,13C-Recruit_Acropora-33_2,13C-Recruit_Acropora-33_3,13C-Recruit_Acropora-33_4,13C-Recruit_Acropora-33_5,13C-Recruit_Acropora-dark_1,13C-Recruit_Pocillopora-27_1,13C-Recruit_Pocillopora-27_2,13C-Recruit_Pocillopora-27_3,13C-Recruit_Pocillopora-27_4,13C-Recruit_Pocillopora-27_5,13C-Recruit_Pocillopora-30_1,13C-Recruit_Pocillopora-30_2,13C-Recruit_Pocillopora-30_3,13C-Recruit_Pocillopora-30_4,13C-Recruit_Pocillopora-33_1,13C-Recruit_Pocillopora-33_2,13C-Recruit_Pocillopora-33_3,13C-Recruit_Pocillopora-33_4,13C-Recruit_Pocillopora-33_5,13C-Recruit_Pocillopora-dark_1
NADP+,2,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,3,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,4,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,5,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,6,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,7,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,8,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,9,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,10,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,11,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,12,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,13,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,14,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,15,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,16,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,17,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,18,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,19,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,20,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADP+,21,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Hydroxylysine,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5-Hydroxylysine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Hydroxylysine,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
